IRN,School District,County,Students Disability,Students EL,Students EconDis,Students White,Students Black,Students Latino,Students Asian,Students NativeAm,Students NatHaw,Students Multi,Total Students,PI,Property Tax per Student 2018,Property Tax per Student Mean
45344,Crestline Exempted Village,Crawford,96,0,         578,         526,0,0,0,0,           0,          37,580,76.919,97534.19554952436,86120.40529463172
45351,Crooksville Exempted Village,Perry,181,           0,        1086,        1067,0,0,0,           0,           0,          10,1087,78.058,94949.75796846488,78561.47499581905
45369,Fairport Harbor Exempted Village,Lake,93,          16,         312,         558,          20,          81,0,0,           0,          54,717,74.312,148242.76169265033,139984.07733846863
45377,Georgetown Exempted Village,Brown,130,0,         538,        1008,          15,          17,0,           0,0,          31,1077,88.44200000000001,114991.15133787724,107482.66429353839
45385,Gibsonburg Exempted Village,Sandusky,119,           0,         322,         775,           0,         101,           0,           0,           0,          24,900,88.854,138985.44855766298,116659.47666351202
45393,Granville Exempted Village,Licking,268,          23,         142,        2302,          11,          47,          39,0,0,          98,2502,107.29700000000001,202763.76987598013,180599.98260232672
45401,Greenfield Exempted Village,Highland,240,0,        1139,        1810,          10,          27,0,0,0,          68,1921,85.116,105938.01900124819,89200.55764495517
45419,Hicksville Exempted Village,Defiance,173,          16,         310,         800,           0,          75,0,0,0,          21,906,101.602,117500.35157108327,102943.48507822634
45427,Hubbard Exempted Village,Trumbull,177,0,         735,        1683,          92,          64,0,0,           0,          57,1906,92.467,124018.66703619661,112165.46271924058
45435,Indian Hill Exempted Village,Hamilton,130,          25,          86,        1553,          68,          92,         215,0,0,         106,2036,107.96000000000001,603473.3337503067,609085.1833807605
45443,Leetonia Exempted Village,Columbiana,123,           0,         422,         617,0,0,           0,           0,           0,          11,633,81.93900000000001,111912.2730471499,96608.76592601118
45450,Lisbon Exempted Village,Columbiana,151,           0,         491,         845,0,0,           0,           0,           0,0,865,86.79100000000001,113652.89235966609,103401.09791569438
45468,Loudonville-Perrysville Exempted Village,Ashland,182,0,         372,         969,          17,          12,0,           0,0,0,1009,89.15400000000001,182685.80166694353,155180.7837397446
45476,Marysville Exempted Village,Union,841,          55,        1013,        4550,          97,         146,         187,          16,0,         187,5184,97.35900000000001,153248.31875607386,137043.1952078488
45484,Mechanicsburg Exempted Village,Champaign,131,           0,         240,         781,0,          13,0,0,           0,          44,845,95.45,138115.3051714149,119969.57839498852
45492,Mentor Exempted Village,Lake,987,         125,        2208,        6738,         295,         252,         157,0,0,         329,7782,95.62,252708.9462970347,223413.52201991744
45500,Milford Exempted Village,Clermont,743,          62,        1350,        5938,         123,         197,         104,0,0,         251,6623,96.933,166045.13893186458,145788.4941953464
45518,Milton-Union Exempted Village,Miami,178,           0,         519,        1348,0,          26,0,0,0,          37,1426,90.223,134612.10420052198,126885.93812176787
45526,Montpelier Exempted Village,Williams,133,           0,         383,         830,0,          26,          10,0,           0,          27,900,88.382,99649.36636838566,88791.50811663951
45534,Mount Gilead Exempted Village,Morrow,208,0,         589,        1061,0,          36,0,           0,           0,          41,1145,80.71600000000001,143079.56431024,123861.7554475377
45542,Newcomerstown Exempted Village,Tuscarawas,153,           0,         645,         899,0,          35,0,0,0,          36,984,82.203,123086.23895862389,101375.23210746625
45559,New Richmond Exempted Village,Clermont,368,0,         925,        2207,          19,          41,0,0,           0,          52,2326,87.802,214993.29844117968,237709.07410390503
45567,Newton Falls Exempted Village,Trumbull,156,           0,         506,         919,0,0,0,0,           0,          36,968,85.534,110591.17831130784,96279.33118520852
45575,Paulding Exempted Village,Paulding,243,0,         664,        1269,0,         102,0,           0,0,          34,1415,85.155,142871.110434159,122639.02023696853
45583,Perrysburg Exempted Village,Wood,546,          45,         591,        4445,         124,         377,         265,          10,0,         169,5391,104.941,178205.81605938048,168136.19009774452
45591,Rittman Exempted Village,Wayne,135,           0,         440,         911,0,0,0,           0,0,          36,964,92.566,97782.96710746342,93811.76949722972
45609,Rossford Exempted Village,Wood,138,0,         710,        1184,          25,         187,          22,0,           0,         107,1527,83.164,240886.82689967073,203306.47994973487
45617,Tipp City Exempted Village,Miami,321,          43,         313,        2362,          13,          69,          26,0,           0,          41,2512,97.527,160475.35014552771,155402.39280701854
45625,Upper Sandusky Exempted Village,Wyandot,247,          44,         525,        1444,0,         105,0,0,           0,          32,1596,89.928,183594.51974319163,158619.83908807219
45633,Versailles Exempted Village,Darke,87,0,         147,        1288,0,0,0,           0,           0,0,1306,103.385,133598.42484416408,112294.89403496488
45641,Wauseon Exempted Village,Fulton,177,          44,         559,        1304,          12,         387,          12,0,           0,          51,1770,94.628,113832.50917468057,103220.00468322194
45658,Wellington Exempted Village,Lorain,145,0,         333,         929,0,          35,0,0,           0,          30,1009,84.33200000000001,195478.6781033657,152477.35644995293
45666,Windham Exempted Village,Portage,103,           0,         487,         387,          36,0,0,           0,           0,          55,487,78.96900000000001,89451.69341832424,71767.49085930007
45674,Yellow Springs Exempted Village,Greene,91,0,         248,         456,          52,          59,0,0,           0,         117,696,89.631,254283.9814548591,228282.35454472929
45757,Allen East Local,Allen,134,0,         337,        1091,          12,          20,0,0,0,          14,1140,93.184,130336.39523566762,114366.19518954425
45765,Bath Local,Allen,195,          10,         831,        1512,          85,          76,          40,0,0,          23,1741,96.18900000000001,151687.33293775254,134422.96785617518
45773,Elida Local,Allen,236,          20,        1095,        1601,         308,         141,          22,0,           0,         239,2317,91.25800000000001,150835.47890523012,139265.128201648
45781,Perry Local,Allen,86,           0,         753,         440,         179,          26,0,           0,           0,         106,753,81.881,235548.14254655447,206920.6501761371
45799,Shawnee Local,Allen,167,0,         607,        1986,         118,          61,          39,0,0,         163,2369,99.132,188070.3582797705,167049.98207868214
45807,Spencerville Local,Allen,128,           0,         316,         881,0,          18,           0,0,           0,          30,940,97.56700000000001,142267.35187688016,127997.49546845314
45823,Hillsdale Local,Ashland,90,           0,         191,         749,0,          12,           0,0,           0,          15,780,91.434,243474.18034671448,173964.25098413046
45831,Mapleton Local,Ashland,96,0,         324,         862,0,          14,0,0,           0,0,890,83.331,151329.32442464738,140805.8231770747
45864,Grand Valley Local,Ashtabula,178,0,         457,        1016,          10,          16,           0,0,           0,          33,1076,86.339,175013.37013405978,139397.70279790595
45872,Jefferson Area Local,Ashtabula,242,0,         704,        1545,0,          47,0,0,           0,          53,1653,88.02,149909.55384256016,137837.27446425662
45880,Pymatuning Valley Local,Ashtabula,147,0,         639,        1091,0,          21,0,0,           0,          40,1160,86.363,144402.98994428365,127134.08060500701
45906,Alexander Local,Athens,247,           0,         638,        1451,0,0,           0,0,           0,          30,1495,91.488,173296.96574688313,133072.7989918809
45914,Federal Hocking Local,Athens,229,           0,        1010,         930,          36,0,0,0,           0,          37,1010,78.042,151654.73522719438,129224.85413788991
45922,Trimble Local,Athens,174,           0,         770,         744,0,0,0,           0,           0,          19,771,70.038,56651.291949442755,51969.49604297115
45948,Minster Local,Auglaize,81,0,          80,         813,0,          17,0,           0,0,0,840,106.62,188243.42389478232,158264.96580594956
45955,New Bremen Local,Auglaize,76,0,          36,         727,0,          11,0,           0,           0,0,753,103.804,168302.54060579455,142921.47031319313
45963,New Knoxville Local,Auglaize,28,           0,          42,         372,0,0,0,           0,           0,0,392,102.88300000000001,164166.23363126168,141805.53528445604
45971,Waynesfield-Goshen Local,Auglaize,55,           0,         109,         470,          12,0,           0,           0,           0,0,488,92.787,154584.29728483944,123616.16969000007
45997,St Clairsville-Richland City,Belmont,197,0,         419,        1560,          27,          36,          12,           0,           0,          86,1721,93.837,345024.37679651106,253993.19948220684
46003,Shadyside Local,Belmont,123,           0,         219,         763,0,          23,0,           0,           0,          14,806,86.10000000000001,157139.6868036265,134204.02662333436
46011,Union Local,Belmont,222,           0,         416,        1420,0,          10,           0,           0,           0,          14,1450,81.82600000000001,246510.49447344936,146894.3490674674
46037,Eastern Local,Brown,157,           0,         676,        1238,0,0,0,           0,0,          20,1275,86.71600000000001,162141.4679254851,135959.99833326554
46045,Fayetteville-Perry Local,Brown,144,           0,         302,         781,0,0,0,           0,           0,          17,809,83.318,160799.7539562713,128618.8991151852
46060,Western Brown Local,Brown,378,0,        1565,        2863,0,          20,0,           0,0,          56,2950,84.611,91262.69208725583,77264.65825832722
46078,Ripley-Union-Lewis-Huntington Local,Brown,151,           0,         454,         717,          16,0,0,0,           0,          30,777,78.848,127742.58931408598,103116.58431754193
46094,Edgewood City,Butler,576,          22,        1319,        3375,          53,          98,          20,0,0,         188,3744,87.896,128455.38524145415,121330.1265717868
46102,Fairfield City,Butler,1328,         982,        3649,        5536,        1998,        1184,         561,          15,0,         598,9899,86.47500000000001,153238.32976947603,141608.12395255917
46110,Lakota Local,Butler,1598,         945,        2905,       10953,        1866,        1359,        1188,          12,          19,         881,16278,97.117,182955.65635309694,159834.31188895451
46128,Madison Local,Butler,190,0,         428,        1408,          10,          27,0,           0,           0,          21,1470,92.06,110607.28544251226,103584.06732121752
46136,New Miami Local,Butler,102,           0,         664,         589,          16,          13,           0,0,           0,          45,664,76.99600000000001,78314.88005368227,71747.13063699302
46144,Ross Local,Butler,295,0,         692,        2749,0,          30,0,0,           0,          41,2832,98.452,152359.83549637135,139730.49508056123
46151,Talawanda City,Butler,301,          43,         984,        2734,          45,          64,          65,0,0,          87,2999,93.634,243609.47464318253,230172.51668067515
46177,Brown Local,Carroll,90,0,         344,         560,0,          14,0,           0,           0,          26,610,81.00800000000001,185190.53963108954,167005.90437624571
46193,Graham Local,Champaign,273,0,         464,        1735,          14,          28,0,0,0,          48,1837,79.355,162432.78567938914,132837.2740723828
46201,Triad Local,Champaign,133,           0,         313,         773,0,          22,0,0,0,          23,831,89.311,146601.47717536305,125758.80997099394
46219,West Liberty-Salem Local,Champaign,126,           0,         189,        1114,0,0,0,0,           0,          56,1190,97.119,149149.53434735644,126945.5430826261
46235,Greenon Local,Clark,231,0,         573,        1374,          11,          44,0,0,0,          50,1487,84.39500000000001,158167.67744123616,146522.49597986287
46243,Tecumseh Local,Clark,432,         233,        1391,        2329,          23,         429,0,0,0,          98,2893,79.045,96566.08307234173,91108.10001197296
46250,Northeastern Local,Clark,335,          11,         816,        2813,          58,          73,          23,0,0,         146,3123,86.027,153808.23746112268,140008.78373413745
46268,Northwestern Local,Clark,219,           0,         484,        1500,          16,          61,0,           0,0,          58,1643,89.10300000000001,144610.44021712066,132256.40386083955
46276,Southeastern Local,Clark,137,           0,         207,         706,0,0,0,           0,           0,          19,741,90.73100000000001,184123.14876215736,157451.68096065766
46284,Clark-Shawnee Local,Clark,226,0,         687,        1596,          55,          31,          10,0,0,         154,1854,88.212,178760.58624439102,164727.3237765495
46300,Batavia Local,Clermont,403,          16,         897,        1957,          69,          72,          32,0,           0,         158,2291,89.87700000000001,101922.91404105084,99991.04946830092
46318,Bethel-Tate Local,Clermont,231,           0,         539,        1450,0,          36,           0,           0,0,          18,1511,91.13900000000001,119615.42391825005,101558.43552337833
46326,Clermont Northeastern Local,Clermont,221,           0,         480,        1342,          12,          20,0,0,           0,          55,1432,80.546,205655.06587420113,174373.888813105
46334,Felicity-Franklin Local,Clermont,161,           0,         428,         719,0,          10,           0,           0,           0,          23,757,87.062,125177.36897324622,89370.76105930588
46342,Goshen Local,Clermont,483,          18,        1478,        2613,          36,          94,0,0,0,         103,2849,93.568,110217.10822820407,97652.06385520315
46359,West Clermont Local,Clermont,1009,          80,        2458,        7259,         185,         329,         167,          21,0,         294,8264,87.358,162772.48403264812,147703.98729009475
46367,Williamsburg Local,Clermont,123,           0,         358,         939,          11,          15,0,           0,           0,          29,998,90.805,142570.0060037679,126246.96866308838
46383,Blanchester Local,Clinton,262,0,         615,        1434,0,          18,0,0,0,          35,1497,86.857,114940.50728503434,96474.81749480095
46391,Clinton-Massie Local,Clinton,199,0,         367,        1649,0,          25,0,           0,           0,          35,1721,92.23400000000001,180823.70963091118,147111.95647434198
46409,East Clinton Local,Clinton,291,           0,         575,        1184,0,          27,0,           0,           0,          35,1252,85.339,138737.52767498806,116976.98823609891
46425,Beaver Local,Columbiana,230,0,         625,        1716,0,0,0,           0,0,          19,1756,92.694,154524.15312774727,128949.37921804652
46433,Crestview Local,Columbiana,135,           0,         470,        1209,0,0,           0,           0,0,0,1223,95.894,136418.94133781633,118838.80793421605
46441,Southern Local,Columbiana,153,           0,         745,         796,0,          16,0,0,           0,          32,856,77.498,162291.28328112766,110741.66522181539
46458,United Local,Columbiana,131,           0,         439,        1102,0,          10,0,           0,           0,          20,1142,91.244,164312.90221090865,128508.94557285658
46474,Ridgewood Local,Coshocton,164,           0,         736,        1210,0,          14,0,0,           0,          36,1271,89.878,135257.81395204758,114870.41811304649
46482,River View Local,Coshocton,274,           0,         927,        1849,          34,          24,0,0,           0,          32,1945,88.717,207848.98161517968,198742.21944631875
46508,Buckeye Central Local,Crawford,98,           0,         230,         544,0,          20,0,           0,           0,          16,584,98.337,222834.2053460423,144611.3850965963
46516,Colonel Crawford Local,Crawford,135,           0,         349,         919,0,0,0,           0,           0,          18,954,90.212,182493.27748746093,159764.9694323063
46524,Wynford Local,Crawford,187,0,         374,        1089,0,0,0,0,           0,          17,1127,85.132,175927.82801902236,147148.28323838892
46557,Cuyahoga Heights Local,Cuyahoga,73,0,         152,         714,          17,          37,          14,           0,           0,          25,807,104.778,502618.6814046248,425687.60633717926
46565,Independence Local,Cuyahoga,118,0,          88,        1005,0,          12,          18,           0,0,          35,1075,102.176,453849.6975248564,441975.6403575024
46573,Olmsted Falls City,Cuyahoga,449,          14,         510,        3334,          83,          83,          83,          11,0,          39,3639,99.971,157705.89869024933,140563.02845784838
46581,Orange City,Cuyahoga,279,          43,         239,        1378,         345,          48,         148,           0,           0,         122,2041,105.38300000000001,560336.0742798159,497748.3480931689
46599,Richmond Heights Local,Cuyahoga,111,          11,         569,          28,         710,0,          19,           0,           0,          32,796,69.087,232194.00226050764,224713.44010705498
46607,Solon City,Cuyahoga,453,         115,         422,        2527,         694,         136,         935,0,0,         240,4539,112.623,283156.9060383124,249453.91858292592
46623,Ansonia Local,Darke,92,           0,         264,         765,0,          15,0,           0,0,0,790,97.808,137650.4434916375,121613.01185399428
46631,Arcanum-Butler Local,Darke,84,           0,         223,        1092,0,          10,0,           0,           0,          26,1135,96.248,137448.55434676076,123482.29524719593
46649,Franklin Monroe Local,Darke,43,0,         139,         572,0,0,0,0,           0,          16,608,97.83800000000001,172402.24686046297,144708.51681663658
46672,Mississinawa Valley Local,Darke,74,          14,         350,         569,0,          67,           0,           0,           0,          12,651,87.477,138467.57424233184,122580.12393800721
46680,Tri-Village Local,Darke,86,0,         277,         800,0,0,           0,0,           0,          12,826,95.706,184642.9174048764,151572.36818315127
46706,Ayersville Local,Defiance,46,           0,         196,         673,0,          72,0,0,0,          12,769,97.935,171384.38014584803,161373.02459124476
46714,Central Local,Defiance,136,0,         310,         858,0,          61,0,           0,           0,          28,955,95.738,160546.83101917445,131979.24949468937
46722,Northeastern Local,Defiance,119,           0,         248,         974,          11,          70,          11,0,0,          16,1084,95.092,294774.68401314877,231654.1424120807
46748,Big Walnut Local,Delaware,381,          29,         510,        3416,          31,         121,          38,0,0,         138,3753,96.84400000000001,266966.1402631744,231570.06654653285
46755,Buckeye Valley Local,Delaware,271,0,         372,        2039,          12,          53,          28,0,           0,          69,2202,93.571,285863.3964010777,245942.73238064835
46763,Olentangy Local,Delaware,2738,         495,        1395,       15810,         909,         764,        3014,          70,          16,        1019,21602,105.476,198750.3062172408,186292.72676239378
46789,Edison Local (formerly Berlin-Milan),Erie,176,          12,         444,        1311,          13,          96,0,0,0,          52,1481,96.812,181209.07605892132,157572.71388060885
46805,Margaretta Local,Erie,199,           0,         335,        1059,0,          41,0,0,           0,          38,1146,87.70700000000001,185731.7645264021,161232.98054639724
46813,Perkins Local,Erie,179,0,         528,        1481,          77,         109,          34,0,0,         197,1902,88.126,268039.901405425,236358.07482045816
46821,Vermilion Local,Erie,271,0,         695,        1634,0,         108,          11,0,0,          59,1826,87.97,260791.68108253565,217784.53358112244
46847,Amanda-Clearcreek Local,Fairfield,183,           0,         577,        1397,0,          14,0,0,0,          21,1445,87.64200000000001,127286.1908430184,107542.34059662963
46854,Berne Union Local,Fairfield,145,           0,         400,         799,0,0,0,0,0,          15,829,89.251,189542.01857065244,153537.12034070038
46862,Bloom-Carroll Local,Fairfield,183,0,         327,        1916,          41,          11,          10,0,           0,          65,2045,95.093,182926.78461003324,181974.063918254
46870,Fairfield Union Local,Fairfield,239,           0,         625,        1805,          28,          26,0,           0,           0,          43,1904,89.33,141872.51412567106,127533.94299939877
46888,Liberty Union-Thurston Local,Fairfield,215,0,         331,        1159,0,          19,0,           0,           0,          34,1223,88.72500000000001,158893.61860066146,132289.56727701565
46896,Pickerington Local,Fairfield,1458,         460,        2717,        6109,        2700,         564,         433,          24,0,         827,10664,95.96600000000001,119190.37179443939,110897.83824056719
46904,Walnut Township Local,Fairfield,97,0,         220,         463,0,0,           0,           0,           0,          10,487,91.08,300757.9933949558,257808.37501894284
46920,Miami Trace Local,Fayette,320,          25,         970,        2305,          18,         101,0,0,0,         112,2552,94.66600000000001,258153.44489123896,208918.9488404243
46946,Canal Winchester Local,Franklin,502,         120,        1235,        2376,         957,         186,          94,0,           0,         272,3890,89.455,127575.89128087234,114899.46321840784
46953,Hamilton Local,Franklin,332,          56,        1876,        2334,         338,         168,          43,0,0,         205,3092,88.824,85563.9427865401,70927.66915136558
46961,Gahanna-Jefferson City,Franklin,1051,         332,        1696,        4610,        2094,         502,         398,          43,          12,          67,7726,95.46900000000001,210344.94829222377,194551.70130878733
46979,Groveport Madison Local,Franklin,970,         280,        3082,        2297,        2693,         480,         110,0,          11,         438,6037,76.51700000000001,125716.46762509631,113068.08074835064
46995,New Albany-Plain Local,Franklin,602,         159,         247,        3447,         430,         210,         610,          10,0,         321,5032,106.019,206842.36195501056,191911.99314021954
47001,Reynoldsburg City,Franklin,795,         865,        3893,        2495,        2898,         612,         734,0,0,         776,7525,82.324,105523.53527412207,105985.87093399213
47019,Hilliard City,Franklin,2122,        1216,        3185,       11764,        1346,        1396,        1119,          32,          31,         631,16319,89.459,172998.6901898705,156984.2924081398
47027,Dublin City,Franklin,1782,        1645,        1912,        9884,         827,        1235,        3404,          12,          10,         976,16348,98.876,217907.24170038087,206835.61559439515
47043,Archbold-Area Local,Fulton,91,          17,         264,         934,0,         240,0,0,           0,          19,1213,100.339,199453.5194936186,167925.58087623212
47050,Evergreen Local,Fulton,163,0,         306,        1078,0,          81,0,0,           0,          15,1184,98.586,209123.61819364113,179412.258611455
47068,Fayette Local,Fulton,59,          14,         163,         329,0,          64,0,           0,           0,0,408,86.81,164279.39601347997,127359.05453113529
47076,Pettisville Local,Fulton,50,           0,         124,         447,0,          54,          10,0,           0,0,525,99.03800000000001,186214.36517671222,146684.77136318994
47084,Pike-Delta-York Local,Fulton,162,          13,         393,        1084,0,          78,0,           0,0,          14,1188,97.503,136468.35126344758,125105.13871642904
47092,Swanton Local,Fulton,195,0,         409,        1061,          14,          81,0,0,0,          52,1214,88.436,159384.80044414286,139465.00839080854
47167,Berkshire Local,Geauga,172,0,         288,        1230,0,          11,          12,           0,           0,          21,1281,89.16600000000001,259311.66248615916,238315.30027430406
47175,Cardinal Local,Geauga,134,          11,         382,         852,0,0,0,           0,0,          24,891,84.024,322435.9111147588,263380.54755071265
47183,Chardon Local,Geauga,288,          20,         400,        2597,          20,          93,          22,0,           0,          69,2809,101.796,241879.07733672965,217477.16196866802
47191,Kenston Local,Geauga,250,0,         252,        2354,          94,          81,          36,           0,           0,          91,2656,104.784,308370.8919658851,268264.3040561485
47217,Newbury Local,Geauga,68,0,         117,         313,          15,          14,0,0,           0,          10,354,88.715,397560.35155814316,324860.347983738
47225,West Geauga Local,Geauga,174,          13,         150,        1735,          24,          43,0,0,           0,          33,1844,104.248,378232.32175172935,332718.89002958604
47241,Beavercreek City,Greene,1135,         219,         947,        6456,         282,         309,         531,          14,          10,         357,7959,99.345,225326.94764814017,219860.60097499157
47258,Cedar Cliff Local,Greene,74,0,         112,         544,          13,          18,          13,           0,           0,          31,619,96.97500000000001,187135.331061091,185586.00256305476
47266,Greeneview Local,Greene,182,0,         375,        1244,0,          38,0,           0,           0,          39,1330,88.662,185131.85512506907,170343.20119863868
47274,Bellbrook-Sugarcreek Local,Greene,275,          42,         323,        2319,         113,          99,          71,0,           0,          92,2695,102.55300000000001,205245.61583202254,197922.9432855248
47308,Rolling Hills Local,Guernsey,228,0,        1083,        1463,0,          12,0,0,           0,          51,1532,82.072,182437.6100495149,145281.44995320524
47332,Finneytown Local,Hamilton,199,          91,         618,         477,         599,          64,         113,           0,0,         118,1378,77.878,127992.76978440932,127008.31211197836
47340,Forest Hills Local,Hamilton,667,          71,         593,        6517,         135,         231,         166,0,0,         331,7382,100.80600000000001,179267.81652996945,173806.74829613604
47365,Northwest Local,Hamilton,1426,         482,        5765,        4410,        2761,         476,         455,0,          12,        1032,9152,79.735,157671.96178384926,157384.7715162161
47373,Oak Hills Local,Hamilton,1143,         103,        1469,        6575,         343,         216,          90,0,0,         419,7647,96.424,140815.68461724222,138489.33899608732
47381,Southwest Local,Hamilton,486,0,        1510,        3695,          24,         100,          20,0,0,         104,3949,95.007,163557.14675671305,149857.7933837896
47399,Three Rivers Local,Hamilton,343,0,         683,        1979,          23,          46,          20,0,           0,          94,2164,90.437,176510.45022099034,192760.42222566018
47415,Arcadia Local,Hancock,56,           0,         200,         490,0,          46,0,           0,           0,          27,570,97.21000000000001,295907.3254935808,215964.87959331166
47423,Arlington Local,Hancock,79,           0,         100,         539,0,          12,0,           0,           0,          11,567,95.631,169998.92054503626,147253.4073571457
47431,Cory-Rawson Local,Hancock,81,           0,         182,         473,          22,          16,0,           0,           0,          13,526,84.85600000000001,207900.119897064,179918.92956670758
47449,Liberty-Benton Local,Hancock,130,0,         301,        1278,          19,          94,          30,           0,           0,          32,1453,100.388,164797.25218486734,148567.77838127228
47456,McComb Local,Hancock,74,          18,         246,         584,0,          82,0,           0,           0,          10,689,87.471,183965.97222222222,151009.7974144019
47464,Van Buren Local,Hancock,94,          15,         134,         976,0,          33,          36,0,0,          21,1075,101.271,283958.63220503094,261075.65859489224
47472,Vanlue Local,Hancock,25,           0,          54,         168,0,0,           0,           0,           0,0,183,90.185,224521.82596291014,182363.94985312544
47498,Hardin Northern Local,Hardin,61,0,         154,         397,           0,0,0,           0,0,0,405,83.828,202807.63758204432,171676.49980556636
47506,Ridgemont Local,Hardin,62,           0,         151,         480,0,0,0,0,           0,          13,511,82.23400000000001,195594.91521998344,179786.9064715588
47514,Riverdale Local,Hancock,155,0,         331,         976,0,          21,0,0,           0,          14,1025,89.464,157442.01679083312,135809.2234533991
47522,Upper Scioto Valley Local,Hardin,85,0,         258,         418,0,0,           0,           0,           0,          18,448,75.70400000000001,175792.3999193982,147664.0474319673
47548,Conotton Valley Union Local,Harrison,70,           0,         166,         400,           0,0,           0,           0,           0,0,403,76.673,564361.7026355996,221528.13299040723
47571,Holgate Local,Henry,64,0,         125,         359,0,          63,           0,           0,           0,0,430,97.00200000000001,167009.5396661117,143382.12915950222
47589,Liberty Center Local,Henry,180,0,         242,         947,0,          57,0,0,           0,          12,1033,97.47800000000001,160105.1464292714,129397.50918636896
47597,Patrick Henry Local,Henry,107,0,         234,         750,0,          84,0,           0,           0,          10,851,95.43900000000001,240288.90329751762,182621.50065782716
47613,Bright Local,Highland,109,           0,         400,         707,0,0,           0,0,0,          19,738,90.598,141247.2152884022,122814.87012926202
47621,Fairfield Local,Highland,104,           0,         308,         864,0,          12,0,0,           0,          22,908,91.372,101072.73678132116,87312.3778225359
47639,Lynchburg-Clay Local,Highland,200,           0,         475,        1080,0,0,0,0,           0,          38,1131,95.495,117591.9563514572,94220.14077799284
47688,East Holmes Local,Holmes,177,         372,         309,        1550,0,          19,0,0,           0,          18,1597,101.50800000000001,368875.1462377027,282540.16525201756
47696,West Holmes Local,Holmes,341,          16,         766,        2031,0,          59,0,0,           0,          27,2127,90.513,194645.97277330232,160177.8658182677
47712,Monroeville Local,Huron,89,           0,         157,         570,           0,          10,           0,           0,           0,          13,593,79.699,193813.6443169724,156567.6624765456
47720,New London Local,Huron,104,           0,         365,         832,0,          11,           0,           0,           0,          23,875,88.009,130569.02552841065,106322.72973546378
47738,South Central Local,Huron,88,0,         301,         703,0,          20,0,           0,           0,0,736,88.63600000000001,129792.78926623832,107949.33611243013
47746,Western Reserve Local,Huron,156,0,         432,         973,0,          12,0,           0,           0,0,994,87.96900000000001,136517.69628584862,116843.81816034146
47761,Oak Hill Union Local,Jackson,149,           0,         877,        1176,0,0,0,0,           0,0,1194,87.491,122315.04738670924,94502.13907158293
47787,Buckeye Local,Jefferson,262,           0,         801,        1507,          18,0,0,           0,0,          38,1577,84.561,252023.01002671555,184641.4130631389
47795,Edison Local,Jefferson,203,           0,         737,        1419,0,          19,0,0,           0,          29,1478,90.275,287926.41614629794,193428.00997512802
47803,Indian Creek Local,Jefferson,219,           0,        1075,        1822,          83,          25,0,0,0,          74,2011,86.903,170188.81746480864,147727.39286099805
47829,Centerburg Local,Knox,92,           0,         240,        1007,0,          13,0,           0,           0,          59,1088,92.989,142317.74901677857,125460.59177588669
47837,Danville Local,Knox,85,0,         249,         581,           0,          16,0,0,           0,          13,615,86.932,151359.45463577987,127156.75568924255
47845,East Knox Local,Knox,125,0,         331,         848,0,0,0,           0,           0,          24,887,86.117,247461.89287316246,205058.67880062474
47852,Fredericktown Local,Knox,235,           0,         340,        1138,0,          20,0,0,           0,          30,1197,96.918,151606.44734436617,136266.46909478738
47878,Kirtland Local,Lake,139,0,         126,        1142,0,          19,          11,           0,0,          17,1194,99.004,296441.3298293914,274956.43423144636
47886,Madison Local,Lake,381,          54,        1029,        2764,          31,         178,          15,0,0,         135,3129,88.13600000000001,144945.27267623116,127709.37360664809
47894,Riverside Local,Lake,460,         117,        1091,        3407,         113,         320,          31,0,0,         197,4072,92.626,256241.90604887018,212876.72735305197
47902,Perry Local,Lake,141,          64,         351,        1361,          35,         178,0,0,           0,          49,1636,94.619,205555.71865881386,233697.0264180536
47928,Dawson-Bryant Local,Lawrence,215,           0,        1099,        1080,0,0,           0,           0,           0,0,1099,92.95400000000001,80203.24889758952,69757.89517525406
47936,Fairland Local,Lawrence,196,           0,         679,        1506,          13,0,          13,           0,           0,          32,1569,93.104,137392.12087423343,120658.22942662642
47944,Rock Hill Local,Lawrence,253,           0,        1345,        1388,0,0,           0,           0,           0,          18,1418,83.973,273466.7353397624,153997.02725299489
47951,South Point Local,Lawrence,155,           0,        1501,        1322,          84,          20,0,           0,0,         117,1550,83.994,115245.86606090661,99772.78767867376
47969,Symmes Valley Local,Lawrence,141,           0,         749,         745,           0,0,           0,           0,           0,0,750,84.152,95275.00654711858,81965.84435574952
47985,Johnstown-Monroe Local,Licking,140,          26,         288,        1525,0,          57,          14,0,           0,          59,1669,94.33500000000001,188617.9743272927,169261.41447339754
47993,Lakewood Local,Licking,306,0,         813,        1708,          12,          47,0,0,           0,          56,1838,82.057,244679.35095058827,209157.3859875157
48009,Licking Heights Local,Licking,534,         539,        1729,        2304,        1216,         184,         439,0,0,         348,4494,87.327,139024.77524498673,131841.06821089442
48017,Licking Valley Local,Licking,211,0,         735,        1942,0,          23,0,0,           0,          49,2025,84.382,129453.49595318016,116447.57705506255
48025,North Fork Local,Licking,242,           0,         471,        1522,          17,          17,           0,0,           0,          16,1574,81.77,160421.86402222657,143282.7323575787
48033,Northridge Local,Licking,127,          12,         354,        1071,0,          25,0,0,           0,          35,1138,88.61500000000001,258385.6090207835,204524.02305747507
48041,Southwest Licking Local,Licking,540,          75,        1051,        3585,         133,         137,         115,0,0,         232,4211,91.635,162860.5580988072,147690.9346781321
