IRN,School District,County,Students Disability,Students EL,Students EconDis,Students White,Students Black,Students Latino,Students Asian,Students NativeAm,Students NatHaw,Students Multi,Total Students,PI,Property Tax per Student 2018,Property Tax per Student Mean
48074,Benjamin Logan Local,Logan,195,0,         363,        1586,0,          30,0,0,           0,          75,1704,91.744,220618.4879158407,191237.32640263016
48082,Indian Lake Local,Logan,212,0,         618,        1338,0,          41,0,           0,           0,          79,1469,92.68,284534.36546244135,239487.57134859715
48090,Riverside Local,Logan,92,           0,         271,         605,0,          13,0,           0,0,          29,652,88.298,127150.09011465007,103773.56788518897
48116,Avon Local,Lorain,382,          56,         525,        3566,         124,         284,         149,0,0,         205,4332,105.415,214677.3346211304,188762.57169430217
48124,Avon Lake City,Lorain,379,          24,         337,        3444,          49,          97,          77,0,0,         111,3787,104.45400000000001,265360.01440216455,225241.6246672966
48132,Clearview Local,Lorain,153,          24,        1644,         662,         212,         619,0,0,           0,         147,1644,78.669,80685.54116925741,70879.82604275135
48140,Columbia Local,Lorain,88,           0,         205,         787,           0,          25,           0,           0,           0,          19,831,95.17500000000001,292927.70424130245,238743.5171005189
48157,Firelands Local,Lorain,198,           0,         472,        1485,0,          83,           0,0,           0,          49,1626,95.412,230687.6793310743,186040.61238575983
48165,Keystone Local,Lorain,149,0,         390,        1384,0,          31,          10,0,0,          36,1470,95.322,196141.5072737069,164677.94918635336
48173,Midview Local,Lorain,380,0,        1091,        2564,          85,         147,          15,          10,0,         102,2927,92.623,205363.4268427465,160421.3440393448
48207,Anthony Wayne Local,Lucas,431,0,         298,        4013,          76,          33,          88,0,0,          58,4276,103.60000000000001,239743.62926381073,203640.8613028301
48215,Ottawa Hills Local,Lucas,58,          10,0,         753,          12,          40,         121,0,           0,          46,973,109.06,162872.42205752034,160207.479184651
48223,Springfield Local,Lucas,461,          41,        1390,        2145,         625,         320,          68,0,           0,         371,3530,87.306,182898.3793297802,162683.52847558272
48231,Washington Local,Lucas,1007,          80,        3895,        4696,         722,         887,          38,          20,0,         695,7061,81.7,109769.6906352815,110914.28242989216
48256,Jefferson Local,Madison,201,0,         390,        1095,0,          27,0,           0,0,          23,1155,89.54100000000001,191204.38717754764,161044.76697583724
48264,Jonathan Alder Local,Madison,245,          39,         519,        2044,          12,         113,0,0,           0,          48,2225,98.792,181879.72638734986,160607.87769316245
48272,Madison-Plains Local,Madison,174,          10,         493,        1079,0,          34,0,           0,0,          48,1173,87.352,247179.29954911093,220800.9800284519
48298,Austintown Local Schools,Mahoning,601,          44,        2210,        3331,         570,         268,          30,          11,0,         245,4458,90.608,134528.02207164108,123216.8283890789
48306,Boardman Local,Mahoning,570,         104,        1756,        2971,         358,         309,         128,0,0,         269,4045,95.662,190100.11448724783,182317.71821191217
48314,Canfield Local,Mahoning,255,0,         284,        2319,          23,          86,          74,0,0,          55,2562,104.55300000000001,225504.25079702443,198008.60844702786
48322,Jackson-Milton Local,Mahoning,92,           0,         308,         716,0,0,           0,           0,0,          26,748,95.927,313955.46619005065,244340.28864529857
48330,Lowellville Local,Mahoning,63,           0,         206,         433,          14,          37,           0,0,           0,          15,500,92.09400000000001,185500.46906228331,131745.709885273
48348,Poland Local,Mahoning,148,0,         190,        1646,          11,          65,          25,0,0,          30,1781,100.694,212056.49313425928,180995.28774381935
48355,Sebring Local,Mahoning,76,0,         410,         379,0,          17,0,           0,           0,0,410,77.50800000000001,92248.06216460542,77039.69765094893
48363,South Range Local,Mahoning,158,           0,         235,        1206,           0,          23,0,           0,0,          12,1248,103.575,198286.6539608073,163174.27671891465
48371,Springfield Local,Mahoning,108,0,         252,         880,0,          33,0,           0,           0,          22,943,98.665,193631.05176892332,158879.68382829503
48389,West Branch Local,Mahoning,282,          12,         835,        1941,0,          28,          10,           0,           0,          48,2030,93.408,138860.42436272572,123284.89465680506
48397,Western Reserve Local,Mahoning,81,           0,         165,         631,0,          12,           0,           0,           0,0,653,99.807,204299.0009931647,178217.4516334003
48413,Elgin Local,Marion,155,          14,         510,         957,0,          44,0,0,0,          20,1030,85.664,173855.58114369746,146032.41186892998
48421,Pleasant Local,Marion,98,          24,         365,        1103,0,          24,          12,0,           0,          31,1183,89.32900000000001,161682.90947747158,155940.70127111865
48439,Ridgedale Local,Marion,78,           0,         271,         602,0,          10,0,           0,0,          20,642,78.126,239758.3992317273,195881.73777381482
48447,River Valley Local,Marion,191,0,         670,        1786,          28,          31,          21,0,0,          89,1959,91.119,175185.80167955064,159494.98372082814
48462,Black River Local,Medina,204,0,         380,        1084,          13,          25,0,           0,0,          15,1140,91.18,177519.36680090913,145893.17255458745
48470,Buckeye Local,Medina,284,0,         486,        2138,          25,          53,          11,0,0,          89,2319,93.307,226051.04184511627,198799.74925834886
48488,Cloverleaf Local,Medina,284,0,         589,        2121,          14,          58,          16,           0,0,          60,2271,95.714,214412.3484102906,185572.86711558944
48496,Highland Local,Medina,368,          10,         213,        3033,          10,          45,          57,0,0,          85,3238,105.339,261538.54161578667,231466.93755814957
48512,Eastern Local,Meigs,80,0,         379,         783,0,0,0,           0,           0,0,802,89.82000000000001,122774.41297413627,101361.48437119908
48520,Meigs Local,Meigs,263,           0,        1728,        1653,          11,          13,           0,           0,           0,          55,1732,72.482,90713.40690250884,83191.15560975006
48538,Southern Local,Meigs,109,           0,         475,         714,0,          12,           0,           0,           0,          13,741,81.155,132454.44669059507,121672.91245503946
48553,Marion Local,Mercer,91,           0,          30,         838,0,           0,0,           0,           0,0,848,107.973,151478.45232794023,126531.71620244061
48579,Parkway Local,Mercer,130,0,         250,         963,0,          16,           0,           0,           0,          10,996,97.342,179267.98071318815,160035.59304415795
48587,St Henry Consolidated Local,Mercer,100,0,          92,         957,           0,          24,0,           0,0,0,995,105.52900000000001,154906.87692849746,129020.26776711749
48595,Fort Recovery Local,Mercer,110,0,          70,         979,0,          22,0,           0,0,0,1018,100.575,136630.18115002647,117988.74493574677
48611,Bethel Local,Miami,95,         118,         309,        1375,0,          25,0,           0,0,          52,1466,93.80300000000001,98939.56156788254,136459.97959916803
48629,Miami East Local,Miami,108,           0,         240,        1247,0,          10,0,0,0,          14,1283,100.16900000000001,173687.884980401,162318.32010615148
48637,Newton Local,Miami,50,0,         123,         572,0,0,           0,           0,           0,          13,600,98.077,154018.2480360003,137670.192715346
48652,Switzerland of Ohio Local,Monroe,415,0,        1180,        2031,0,          26,0,0,           0,          16,2082,77.57000000000001,494479.7051969869,234782.51971005264
48678,Brookville Local,Montgomery,155,0,         341,        1401,0,          13,          21,           0,           0,          33,1475,98.77300000000001,132772.62479043685,127996.47764338783
48686,Jefferson Township Local,Montgomery,60,           0,         324,          44,         260,          19,           0,           0,           0,          23,346,57.193000000000005,184586.73459688612,165224.68624313205
48694,Trotwood-Madison City,Montgomery,425,          18,        2575,         154,        2275,          26,0,0,0,         115,2576,58.476000000000006,63801.22147683282,67795.79748522637
48702,Mad River Local,Montgomery,521,         148,        2658,        2935,         367,         210,          77,0,0,         328,3930,81.845,73181.39920672537,69918.56611197366
48710,New Lebanon Local,Montgomery,162,           0,         518,        1027,0,          15,0,0,           0,          48,1098,85.509,108412.52505419888,99903.9559044828
48728,Northmont City,Montgomery,717,          87,        1582,        3320,        1079,         128,          94,0,          13,         325,4962,90.315,126296.81710286705,118804.4693487379
48736,Northridge Local,Montgomery,206,          12,        1548,        1018,         349,          42,0,0,0,         133,1548,63.499,93948.37756165794,94177.55059257465
48744,Valley View Local,Montgomery,246,0,         578,        1667,          19,          39,0,0,           0,          36,1773,93.211,136375.20263327088,121884.0623876715
48751,Huber Heights City,Montgomery,913,         206,        2683,        3424,        1329,         369,         107,          10,          11,         637,5887,79.10900000000001,109713.59219547201,104725.3556500422
48777,Morgan Local,Morgan,307,0,        1764,        1550,          60,          14,0,0,0,         133,1764,88.891,156811.8223586749,117870.69634742416
48793,Cardington-Lincoln Local,Morrow,196,0,         476,        1025,0,          11,0,0,           0,          28,1070,83.43900000000001,137144.7603390119,115852.64673738027
48801,Highland Local,Morrow,238,0,         505,        1717,0,          39,0,0,           0,          35,1802,87.861,143177.1642236824,122457.44626165996
48819,Northmor Local,Morrow,122,           0,         384,         996,0,          22,0,           0,           0,          19,1043,85.911,181123.09292952254,158064.3687540235
48835,East Muskingum Local,Muskingum,283,0,         732,        2029,          17,          25,          17,0,0,          47,2137,92.83200000000001,168620.83377471325,143229.37023344758
48843,Franklin Local,Muskingum,278,           0,         915,        1828,          14,0,0,0,           0,          47,1897,86.931,204650.61033308101,140802.17005153713
48850,Maysville Local,Muskingum,347,0,        1979,        1885,          19,          19,0,0,0,         114,2046,83.552,111459.30663076405,94265.4071257515
48876,Tri-Valley Local,Muskingum,423,0,        1057,        2740,          29,          34,          19,0,0,         143,2971,91.385,160856.93714861124,122752.5731739109
48884,West Muskingum Local,Muskingum,185,0,         615,        1263,          52,          17,          22,0,0,          29,1388,85.837,220998.46371003313,195493.84091679714
48900,Noble Local,Noble,100,           0,         298,         820,0,0,0,0,           0,          10,840,87.524,533013.0895664602,311276.3742994212
48926,Benton Carroll Salem Local,Ottawa,196,           0,         417,        1377,0,          60,0,0,           0,          36,1482,99.98100000000001,261200.3609397559,242583.607766503
48934,Danbury Local,Ottawa,86,           0,         144,         507,           0,          24,0,           0,           0,0,543,95.37700000000001,1064608.403877363,825458.7377676198
48942,Genoa Area Local,Ottawa,112,           0,         315,        1181,0,         122,0,           0,           0,0,1323,92.462,151546.8385637901,128614.36317309894
48975,Put-In-Bay Local,Ottawa,10,           0,           0,          72,           0,0,           0,           0,           0,0,75,88.876,2159511.3482639412,1832626.2686064306
48991,Antwerp Local,Paulding,128,           0,         207,         656,           0,          42,0,           0,           0,          18,720,95.89200000000001,133726.75495462122,117520.98199349378
49031,Wayne Trace Local,Paulding,150,0,         318,         858,0,          12,           0,           0,0,          19,892,95.467,207993.62593927814,166571.89206995192
49056,Northern Local,Perry,257,           0,         723,        2137,0,          19,0,           0,           0,          32,2198,89.82900000000001,182898.9515217836,162061.78998120525
49064,Southern Local,Perry,119,           0,         664,         643,0,0,           0,           0,           0,          17,664,78.534,84608.37786542112,71529.23820746054
49080,Logan Elm Local,Pickaway,268,0,         693,        1696,          16,          17,0,0,           0,          25,1761,91.013,192195.6671643817,162881.03676265493
49098,Teays Valley Local,Pickaway,501,          16,        1094,        3793,          53,          76,          32,0,0,         126,4083,96.45700000000001,154860.22341270512,128752.36790039547
49106,Westfall Local,Pickaway,198,           0,         352,        1364,          24,          25,0,           0,           0,          14,1432,88.156,258160.27709377033,215447.34659302293
49122,Eastern Local School District,Pike,123,           0,         813,         784,0,0,0,0,           0,          15,822,80.905,86950.67335146923,69154.73062485026
49130,Scioto Valley Local,Pike,201,           0,        1197,        1160,0,0,           0,0,           0,          26,1198,75.35600000000001,124941.89279001794,98156.39821087528
49148,Waverly City,Pike,255,           0,        1803,        1725,          35,          29,          10,0,           0,          25,1826,77.936,111581.990550984,95961.23427669816
49155,Western Local,Pike,123,           0,         748,         739,0,0,0,           0,           0,0,751,71.49600000000001,80676.44337759107,60759.39793142036
49171,Aurora City,Portage,323,          30,         221,        2527,         105,          81,         184,           0,0,          86,2986,103.88300000000001,251787.42886439373,215043.2128149107
49189,Crestwood Local,Portage,197,0,         455,        1564,0,          24,0,           0,           0,          52,1648,89.17500000000001,191854.4724972175,158918.84079388238
49197,Field Local,Portage,234,          33,         534,        1699,          62,          39,          43,0,0,          64,1911,93.94,217450.54871488345,169983.8184525838
49205,James A Garfield Local,Portage,186,           0,         476,        1342,0,0,0,           0,0,          15,1381,92.397,154487.71420799708,126587.73664178952
49213,Rootstown Local,Portage,148,0,         238,        1059,          16,          13,          10,0,           0,          35,1134,89.837,171192.60698858317,143336.35091974403
49221,Southeast Local,Portage,187,0,         640,        1424,          20,          21,0,0,           0,          15,1488,88.397,148505.80064957432,123780.02142475602
49239,Streetsboro City,Portage,275,          30,         808,        1622,         319,          63,          43,0,0,         110,2169,89.086,220128.5815241213,195912.48110909952
49247,Waterloo Local,Portage,130,           0,         392,         990,0,          15,0,0,0,          22,1039,89.348,152153.76811958718,131377.24699440447
49270,National Trail Local,Preble,144,           0,         416,         943,0,          15,0,0,           0,          24,1000,88.018,152655.69970463976,136811.82374545254
49288,Preble Shawnee Local,Preble,210,0,         734,        1342,0,0,0,           0,0,          10,1366,82.00500000000001,124816.37761233299,117630.78507221524
49296,Twin Valley Community Local,Preble,129,0,         325,         798,0,0,           0,0,           0,          16,822,84.73,155327.9831760113,134439.09327670894
49312,Columbus Grove Local,Putnam,125,           0,         225,         772,0,          52,0,           0,           0,0,844,96.187,149639.3055270187,128120.55179565273
49320,Continental Local,Putnam,97,           0,         159,         437,           0,          21,           0,           0,           0,0,461,99.086,147305.22195061468,130607.27770076832
49338,Jennings Local,Putnam,35,           0,          59,         369,           0,0,0,           0,           0,0,375,96.685,162386.5087887865,140529.47912877242
49346,Kalida Local,Putnam,64,           0,          56,         587,0,0,           0,           0,           0,           0,590,105.369,175128.70253431,150564.0999938842
49353,Leipsic Local,Putnam,116,          22,         316,         315,0,         296,0,0,           0,          36,657,86.73,151732.0555208508,137735.08746026477
49361,Miller City-New Cleveland Local,Putnam,55,           0,          58,         472,0,0,           0,           0,           0,0,483,107.05,158493.8777513312,138522.18853078163
49379,Ottawa-Glandorf Local,Putnam,213,0,         261,        1282,0,         199,0,           0,           0,          16,1505,97.62400000000001,150933.7659757632,143102.08131512965
49387,Ottoville Local,Putnam,61,           0,          54,         437,0,0,0,           0,           0,0,447,105.87100000000001,189688.22380354404,169051.02230012606
49395,Pandora-Gilboa Local,Putnam,63,0,         115,         499,           0,          20,           0,           0,           0,0,526,97.24000000000001,190763.73716557547,162679.82799364912
49411,Clear Fork Valley Local,Richland,230,           0,         544,        1570,0,          33,0,0,0,          38,1651,89.24900000000001,135301.51763920017,124913.36435673598
49429,Crestview Local,Richland,115,           0,         354,        1004,0,          12,           0,0,0,          17,1040,90.37400000000001,138493.94697601537,112257.53775387205
49437,Lexington Local,Richland,319,0,         528,        2174,          25,          61,          24,           0,0,         134,2419,98.63,140770.94465519447,131944.40355753584
49445,Lucas Local,Richland,73,           0,         158,         495,0,0,           0,           0,0,          11,516,83.834,175279.44111776445,144844.2219583887
49452,Madison Local,Richland,431,0,        1877,        2555,         141,          79,0,0,0,         200,2989,85.119,102475.6451915266,99516.88407317715
49460,Plymouth-Shiloh Local,Richland,94,0,         341,         623,0,          33,0,           0,           0,          17,681,86.76700000000001,118472.15925889426,103048.00985203296
49478,Ontario Local,Richland,197,          19,         583,        1688,          93,          67,          55,0,0,         128,2035,92.248,158346.65314401622,160302.67368305218
49494,Adena Local,Ross,157,0,         552,        1148,          12,          17,0,           0,           0,          50,1228,82.875,127047.9462963258,107311.76401039105
49502,Huntington Local,Ross,166,           0,        1054,        1023,0,          11,0,           0,           0,          34,1073,72.38600000000001,65197.287447525036,55692.63566588352
49510,Paint Valley Local,Ross,103,0,         858,         820,0,0,0,           0,           0,          23,859,74.549,113961.7639645366,96409.81185293867
49528,Southeastern Local,Ross,134,           0,         566,         987,0,0,0,           0,           0,          40,1041,88.316,107759.64965573106,86652.8918481075
49536,Union-Scioto Local,Ross,221,0,         969,        1908,          34,          49,0,0,           0,         149,2154,85.464,132366.0180308846,105484.91608925007
49544,Zane Trace Local,Ross,189,           0,         554,        1249,0,0,0,           0,           0,          34,1301,85.06700000000001,169306.3739926161,134726.02486810143
49569,Lakota Local,Sandusky,121,           0,         430,        1010,0,          46,0,           0,           0,          21,1080,87.111,169923.686571167,153344.69322277524
49577,Woodmore Local,Sandusky,121,0,         237,         861,0,          97,0,           0,0,          12,974,93.55300000000001,168429.33174461324,144532.51013308053
49593,Bloom-Vernon Local,Scioto,89,           0,         398,         835,0,0,0,           0,           0,0,849,97.458,98071.34875733659,79319.16152012354
49601,Clay Local,Scioto,104,           0,         425,         657,0,          14,0,0,           0,          24,700,78.83,120074.30803260069,111333.55064570086
49619,Green Local,Scioto,81,           0,         308,         574,           0,0,           0,           0,           0,          12,588,80.90700000000001,131095.97649802384,115264.68861612355
49627,Minford Local,Scioto,202,           0,         624,        1373,          13,0,0,0,           0,          14,1404,87.45700000000001,86059.224638172,76589.13368917449
49635,Northwest Local,Scioto,237,           0,        1024,        1350,           0,          12,0,           0,           0,          11,1374,84.821,76293.86808426352,64749.11741018508
49643,Valley Local,Scioto,130,           0,         486,        1002,0,0,0,           0,           0,          43,1057,87.068,95886.26643614359,81791.7473111357
49650,Washington-Nile Local,Scioto,210,           0,        1285,        1362,0,          32,0,0,0,          44,1450,85.388,66634.45487552618,60938.3031756852
49668,Wheelersburg Local,Scioto,163,0,         552,        1488,0,          36,          18,           0,0,          48,1596,98.004,130569.63599860335,116009.38108171608
49684,Seneca East Local,Seneca,135,0,         217,         834,           0,          21,           0,0,           0,          20,877,94.336,185396.55130833233,161362.74930004406
49700,Hopewell-Loudon Local,Seneca,107,           0,         187,         741,0,          50,0,0,           0,          22,821,95.379,221527.60503137574,178596.96332376005
49718,New Riegel Local,Seneca,46,           0,          72,         387,0,          11,           0,           0,0,0,405,91.94800000000001,171736.73084428255,143497.34429938145
49726,Old Fort Local,Seneca,87,0,         221,         580,          10,          48,           0,0,           0,0,646,91.876,194344.4547298761,166439.71076893806
49759,Anna Local,Shelby,136,0,         138,        1107,0,          13,0,           0,0,          24,1154,102.093,157628.0065656149,133638.91353879345
49767,Botkins Local,Shelby,53,0,          96,         591,0,          13,0,           0,           0,          11,619,102.376,160577.83484788623,143083.33467988245
49775,Fairlawn Local,Shelby,73,           0,         139,         600,           0,0,           0,           0,           0,0,608,87.28800000000001,181434.04338479578,157217.4078448295
49783,Fort Loramie Local,Shelby,80,           0,          43,         731,0,0,0,           0,           0,0,744,104.787,151453.5449604743,125611.47033308732
49791,Hardin-Houston Local,Shelby,128,           0,         226,         756,0,0,0,           0,           0,          26,797,88.94800000000001,136976.01678018647,123541.50236057451
49809,Jackson Center Local,Shelby,84,           0,         126,         520,0,0,0,           0,           0,0,530,97.277,166796.83393949587,143922.5695499511
49817,Russia Local,Shelby,32,           0,          43,         398,0,           0,0,           0,           0,0,409,106.455,155288.52317020355,123464.37713786279
49833,Canton Local,Stark,302,0,        1604,        1667,         195,          29,0,0,           0,         167,2069,86.113,217744.93732994335,161125.0563882206
49841,Fairless Local,Stark,206,          10,         606,        1371,0,          34,0,           0,           0,          39,1457,84.638,170692.3418382339,122992.9620292682
49858,Jackson Local,Stark,629,          44,         805,        5114,         120,         118,         251,0,           0,         266,5873,101.27900000000001,259882.12102669157,216732.43096864352
49866,Lake Local,Stark,320,          24,         421,        3221,0,          66,          10,0,           0,          89,3395,102.149,146751.9442286579,120980.41764878441
49874,Louisville City,Stark,408,0,         198,        2697,0,          28,0,           0,           0,          64,2797,95.173,145370.2278538634,117439.59457695631
49882,Marlington Local,Stark,270,          41,         763,        1944,          43,          78,0,0,0,          89,2163,90.581,199818.13004078393,148416.8873137126
49890,Minerva Local,Stark,279,           0,0,        1734,          18,          20,0,0,           0,          46,1822,87.35600000000001,125365.97348873563,109915.7195765935
49908,Northwest Local,Stark,205,0,         496,        1710,          19,          12,          19,           0,           0,          25,1785,101.06,172241.67294566083,133640.51446878948
49916,Osnaburg Local,Stark,136,0,         381,         808,          13,          10,           0,0,           0,          30,865,87.96000000000001,135432.86536639868,116840.56965306966
49924,Perry Local,Stark,503,          33,        1828,        4110,         152,         152,          23,0,0,         258,4707,95.03,158825.58830104573,133427.17494461642
49932,Plain Local,Stark,737,          55,        2354,        4447,         937,         212,          54,          14,0,         498,6164,94.631,174494.44135719162,155274.60843320846
49940,Sandy Valley Local,Stark,190,0,         568,        1278,          12,          15,0,           0,           0,          30,1337,88.586,146146.02619014724,107718.52224354506
49957,Tuslaw Local,Stark,156,0,         322,        1257,          15,0,0,           0,           0,          29,1307,97.88600000000001,168828.39015835355,138110.0299888054
49973,Woodridge Local,Summit,243,          58,         778,        1207,         394,          99,          71,           0,0,         128,1900,87.937,277756.3733084565,235715.30940215616
49981,Copley-Fairlawn City,Summit,269,          58,         476,        2085,         372,          82,         116,0,          30,         141,2830,101.74300000000001,311159.6372549691,265850.8075057127
49999,Coventry Local,Summit,323,          22,         775,        1642,          76,          35,          37,0,0,          75,1868,87.099,210697.90180473193,193200.7722109753
50005,Manchester Local,Summit,206,0,         355,        1255,0,0,0,0,           0,          33,1306,98.744,167083.210133989,143124.3121493703
50013,Green Local,Summit,516,          36,         793,        3729,         116,          43,          92,0,0,          90,4077,100.277,189576.4353000699,168030.40881801755
50021,Hudson City,Summit,643,          36,         193,        4029,          55,         126,         245,0,0,         166,4628,105.06800000000001,243234.05178553818,209657.60279411895
50039,Mogadore Local,Summit,97,           0,         252,         850,0,0,0,           0,0,           0,860,90.489,146575.03626635886,128500.33837355122
50047,Nordonia Hills City,Summit,400,          33,         477,        2792,         439,          64,         119,0,           0,         186,3605,98.346,276370.21903787105,254227.38234494434
50054,Revere Local,Summit,257,          12,         130,        2356,          51,          61,         177,0,0,         102,2750,105.095,378159.0723155588,346958.6473778916
50062,Springfield Local,Summit,374,          41,        1087,        1937,          60,          69,          55,0,0,          99,2227,80.99,169492.440140134,153662.69402441243
50070,Twinsburg City,Summit,460,          78,         662,        2419,        1030,         131,         389,0,0,         251,4230,100.539,220161.2203494875,196488.36952090444
50096,Bloomfield-Mespo Local,Trumbull,33,          28,         118,         217,           0,           0,           0,           0,           0,          11,228,88.66900000000001,274298.64336629113,204504.1942705774
50112,Bristol Local,Trumbull,65,          23,         219,         486,           0,0,           0,           0,0,          10,501,95.262,157265.59553929706,126290.6404836835
50120,Brookfield Local,Trumbull,130,           0,         472,         880,          12,          16,0,           0,           0,          61,970,84.111,127254.04408194969,113778.40669317514
50138,Champion Local,Trumbull,142,0,         418,        1248,0,          19,0,0,           0,          41,1319,98.432,123833.55013007805,114701.42097280195
50153,Mathews Local,Trumbull,76,           0,         224,         620,0,0,0,           0,           0,0,641,92.19500000000001,217161.7241804796,189449.1472595722
50161,Howland Local,Trumbull,302,0,         803,        2220,          89,          70,          37,0,0,         138,2557,95.923,204630.29099552653,187126.52850367755
50179,Joseph Badger Local,Trumbull,100,           0,         305,         645,0,0,0,           0,           0,          16,676,90.27600000000001,169384.3430887462,139414.4911662843
50187,Lakeview Local,Trumbull,158,          10,         465,        1521,          15,          24,          22,0,0,          53,1639,98.888,159160.51768095396,146410.00928902053
50195,Liberty Local,Trumbull,185,0,         887,         580,         449,          95,          11,           0,0,         109,1245,78.86500000000001,163483.834859718,156264.5682652503
50203,Lordstown Local,Trumbull,77,0,         168,         435,0,0,0,           0,           0,          19,473,94.739,258711.20572704694,210781.6286023047
50211,Maplewood Local,Trumbull,86,           0,         260,         662,0,0,0,0,           0,          11,687,102.432,142319.45773973758,122777.06589743862
50229,McDonald Local,Trumbull,98,           0,         260,         701,          11,          34,0,           0,           0,          21,768,97.58200000000001,83764.92032411609,75525.19875041241
50237,Southington Local,Trumbull,57,          23,         216,         443,0,          12,0,           0,0,          18,477,93.92500000000001,134973.8067045037,118427.09586775367
50245,LaBrae Local,Trumbull,152,           0,         557,         937,          49,          15,0,0,0,          70,1078,89.555,108180.4158347412,91406.92059275229
50252,Weathersfield Local,Trumbull,136,0,         481,         896,          13,          23,0,0,           0,          53,992,96.72200000000001,133245.2694992171,117319.48160848161
50278,Garaway Local,Tuscarawas,170,0,         410,        1118,0,          45,0,           0,           0,          19,1190,91.28200000000001,212702.7189324437,181779.87589279644
50286,Indian Valley Local,Tuscarawas,208,0,         741,        1689,0,          18,           0,0,           0,          16,1730,92.099,128309.80689771482,103243.58077699994
50294,Strasburg-Franklin Local,Tuscarawas,66,0,         131,         495,           0,          23,0,           0,           0,          14,534,91.66900000000001,180054.3668304055,151018.48546002473
50302,Tuscarawas Valley Local,Tuscarawas,127,0,         312,        1272,0,          13,0,           0,0,          17,1315,96.658,198795.42638677475,147160.89321050487
50328,Fairbanks Local,Union,108,0,         140,        1011,          19,          15,          12,           0,0,          15,1073,96.95700000000001,252547.8966514318,229691.8831866031
50336,North Union Local School District,Union,235,           0,         542,        1452,0,          18,0,0,           0,          30,1508,92.182,169172.66253386863,141579.48632534395
50351,Crestview Local,Van Wert,135,           0,         281,         744,0,          18,0,           0,0,          25,799,98.54,225758.61890330768,183260.32796814552
50369,Lincolnview Local,Van Wert,107,0,         306,         821,0,          28,0,           0,           0,          10,866,96.524,203439.60715520443,183237.4086258481
50393,Vinton County Local,Vinton,338,           0,        1984,        1919,0,          13,0,0,           0,          38,1984,83.834,154415.13406253027,113008.2258163579
50419,Carlisle Local,Warren,176,0,         487,        1511,0,          38,0,           0,           0,          35,1597,91.04700000000001,118057.449478445,104489.77756112377
50427,Springboro Community City,Warren,562,          20,         389,        5631,         126,          97,         182,0,0,         125,6163,100.35300000000001,212509.30911535394,170397.9758719243
50435,Kings Local,Warren,574,         161,         648,        4013,         105,         246,         226,0,0,         198,4794,100.688,200487.1554789893,177531.6692931184
50443,Little Miami Local,Warren,597,          38,         779,        4337,          90,         174,          36,0,           0,         204,4843,96.018,209153.6398405991,185151.6019452276
50450,Mason City,Warren,899,         787,         840,        6079,         443,         524,        2820,          17,          24,         506,10413,104.54,194838.61572264164,156968.3246859084
50468,Wayne Local,Warren,118,0,         233,        1378,0,          34,0,0,0,          42,1473,105.221,212135.2356519932,177909.13457432168
50484,Fort Frye Local,Washington,173,           0,         419,         920,0,0,0,0,0,          13,947,89.21900000000001,293955.31614088314,208247.8616612549
50492,Frontier Local,Washington,81,           0,         272,         563,0,          11,           0,           0,           0,          10,585,82.13300000000001,123334.05959527877,98601.74879400812
50500,Warren Local,Washington,212,           0,         731,        1927,          19,          29,0,0,0,          32,2017,87.56400000000001,149853.22783160786,119051.62201610769
50518,Wolf Creek Local,Washington,95,           0,         198,         590,0,0,0,           0,0,0,606,88.818,396957.7064069596,267961.6100405058
50534,Chippewa Local,Wayne,155,           0,         386,        1231,0,          21,0,0,0,          22,1290,100.52900000000001,173215.3217310023,146641.75077149933
50542,Dalton Local,Wayne,81,          27,         200,         792,          15,          31,0,           0,           0,          13,856,98.671,213259.93527666773,179660.88615216373
50559,Green Local,Wayne,107,0,         266,         983,          10,          30,0,0,0,          22,1056,93.29700000000001,152624.11577458147,132911.45713554916
50567,Norwayne Local,Wayne,157,0,         358,        1393,0,          17,0,0,           0,          36,1456,101.11800000000001,130554.20519915533,124657.0948414412
50575,Northwestern Local,Wayne,138,0,         490,        1260,0,          36,0,0,           0,          35,1338,89.206,140549.0122647692,122298.51496794823
50583,Southeast Local,Wayne,170,          96,         489,        1304,0,          34,0,           0,           0,          19,1363,94.301,295928.19621358195,211593.38844184324
50591,Triway Local,Wayne,179,0,         482,        1487,          12,          39,0,0,           0,          33,1578,95.903,194043.19491212902,155027.99363549476
50617,Edgerton Local,Williams,52,0,         189,         539,0,          36,0,0,0,0,594,94.91300000000001,152357.18763235916,130286.71398596483
50625,Edon Northwest Local,Williams,61,           0,         164,         463,0,          17,0,           0,0,0,487,95.215,162987.95510539282,141298.81410974715
50633,Millcreek-West Unity Local,Williams,75,           0,         211,         466,0,          26,0,           0,           0,          10,504,89.929,149807.84028895607,120747.88673599664
50641,North Central Local,Williams,74,          11,         214,         512,0,          48,0,0,           0,0,569,90.745,174784.59350789446,146786.0129987508
50658,Stryker Local,Williams,68,0,         173,         349,0,          50,0,           0,           0,0,407,92.268,176986.09235754792,139490.58688897445
50674,Eastwood Local,Wood,147,           0,         324,        1301,          28,          92,0,0,0,0,1438,101.022,214627.806267009,176908.08410196254
50682,Elmwood Local,Wood,205,           0,         486,        1122,0,          71,0,           0,           0,          32,1230,91.938,167999.77841979222,128143.10716621381
