,IRN,School District,County,Students Disability,Students EL,Students EconDis,Students White,Students Black,Students Latino,Students Asian,Students NativeAm,Students NatHaw,Students Multi,Total Students,PI,Property Tax per Student 2018,Property Tax per Student Mean,Percent Black,Percent White,Percent Disability,Percent Latino,Percent Asian,Percent NativeAm,Percent NatHaw,Percent Multi,Percent EconDis,Percent EL,Students NonWhite,Percent NonWhite
89,44362,Maumee City,Lucas,250,22,750,1657,196,167,41,0,0,135,2197,94.555,184310.3929807217,163002.13662769902,0.08921256258534364,0.7542102867546655,0.1137915339098771,0.0760127446517979,0.018661811561219845,0.0,0.0,0.06144742831133364,0.3413746017296313,0.010013654984069186,540,0.2457897132453345
90,44370,Mayfield City,Cuyahoga,785,145,1221,2841,797,184,401,0,0,240,4472,94.91799999999999,349922.8519995374,337945.3787363777,0.1782200357781753,0.6352862254025045,0.17553667262969588,0.04114490161001789,0.08485559990608124,0.0,0.0,0.05366726296958855,0.2730322003577817,0.03242397137745975,1631,0.3647137745974955
91,44388,Medina City SD,Medina,877,53,1189,5926,222,203,91,0,0,263,6712,96.64299999999999,188958.44360807497,170303.69203764223,0.033075089392133494,0.8828963051251489,0.13066150178784267,0.03024433849821216,0.013557806912991657,0.0,0.0,0.039183551847437416,0.17714541120381405,0.007896305125148988,786,0.11710369487485102
92,44396,Miamisburg City,Montgomery,839,122,2014,4237,412,198,167,0,0,246,5274,88.72800000000002,167398.01449040178,155349.88338768447,0.07811907470610542,0.8033750474023511,0.15908229048160788,0.03754266211604096,0.031664770572620404,0.0,0.0,0.04664391353811149,0.3818733409177095,0.023132347364429283,1037,0.19662495259764884
93,44404,Middletown City,Butler,1115,405,6229,3533,1191,829,15,0,0,772,6350,69.34100000000001,94957.2738792498,93737.07112507273,0.18755905511811025,0.5563779527559055,0.17559055118110234,0.13055118110236222,0.002362204724409449,0.0,0.0,0.1215748031496063,0.9809448818897638,0.06377952755905512,2817,0.4436220472440945
94,44412,Mt Healthy City,Hamilton,600,117,2951,394,2059,176,28,0,0,306,2968,61.666,73212.14272417003,75566.29121290758,0.4652735383892933,0.3216717539328481,0.20215633423180596,0.05929919137466307,0.009433962264150943,0.0,0.0,0.10309973045822103,0.9942722371967656,0.03942048517520216,2574,0.6783282460671519
95,44420,Mount Vernon City,Knox,666,42,1826,3311,48,126,34,0,0,181,3708,90.094,154880.32538535766,139749.51560620262,0.012944983818770229,0.8929341963322546,0.1796116504854369,0.033980582524271837,0.009169363538295576,0.0,0.0,0.048813376483279394,0.4924487594390507,0.011326860841423949,397,0.10706580366774543
96,44438,Napoleon Area City,Henry,293,12,692,1606,10,245,10,0,0,41,1915,94.023,166574.23728169006,143941.50836898194,0.0052219321148825075,0.8386422976501305,0.15300261096605744,0.1279373368146214,0.0052219321148825075,0.0,0.0,0.02140992167101828,0.3613577023498695,0.006266318537859008,309,0.16135770234986946
97,44446,Nelsonville-York City,Athens,220,0,1206,1138,0,12,0,0,0,44,1206,74.304,101023.07832091584,85477.08164604769,0.0,0.9436152570480928,0.1824212271973466,0.009950248756218905,0.0,0.0,0.0,0.03648424543946932,1.0,0.0,68,0.056384742951907124
98,44453,Newark City,Licking,1326,31,3614,5470,248,116,37,11,0,595,6484,83.384,121306.31903663436,115353.3031678812,0.03824799506477483,0.8436150524367674,0.20450339296730413,0.017890191239975324,0.005706354102405923,0.0016964836520666257,0.0,0.09176434299814927,0.5573719925971622,0.004780999383096854,1014,0.15638494756323254
99,44461,New Boston Local,Scioto,64,0,404,363,0,13,0,0,0,27,407,78.033,114809.16337123085,93498.10474839486,0.0,0.8918918918918919,0.15724815724815724,0.031941031941031935,0.0,0.0,0.0,0.06633906633906632,0.9926289926289926,0.0,44,0.10810810810810813
100,44479,New Lexington School District,Perry,271,0,1667,1620,0,11,0,0,0,24,1667,82.061,104758.16006572019,83713.11167932018,0.0,0.9718056388722256,0.16256748650269945,0.0065986802639472104,0.0,0.0,0.0,0.014397120575884825,1.0,0.0,47,0.028194361127774445
101,44487,New Philadelphia City,Tuscarawas,455,248,1013,2568,35,375,14,0,0,89,3084,88.82700000000001,144893.79720269007,136892.5934404835,0.011348897535667963,0.8326848249027238,0.14753566796368353,0.1215953307392996,0.004539559014267186,0.0,0.0,0.028858625162127113,0.3284695201037613,0.08041504539559015,516,0.16731517509727625
102,44495,Niles City,Trumbull,279,0,1717,1845,103,66,0,0,0,188,2212,84.15299999999999,88554.32262005715,85372.13924908424,0.04656419529837252,0.8340867992766727,0.12613019891500904,0.029837251356238693,0.0,0.0,0.0,0.08499095840867993,0.7762206148282098,0.0,367,0.1659132007233273
103,44503,North Canton City,Stark,560,10,721,3857,109,87,58,0,0,183,4296,100.90799999999999,186339.48667208495,151766.98192275086,0.02537243947858473,0.8978119180633147,0.1303538175046555,0.02025139664804469,0.01350093109869646,0.0,0.0,0.04259776536312849,0.16783054003724396,0.0023277467411545625,439,0.10218808193668527
104,44511,North College Hill City,Hamilton,355,14,1205,135,1311,34,0,0,0,123,1610,60.108999999999995,65407.10277749276,70462.55442404102,0.4652735383892933,0.3216717539328481,0.2204968944099379,0.02111801242236025,0.0,0.0,0.0,0.07639751552795031,0.7484472049689441,0.008695652173913044,1475,0.6783282460671519
105,44529,North Olmsted City,Cuyahoga,516,251,1417,3115,177,278,114,11,0,87,3789,88.49600000000002,224624.59240945266,200962.8629224332,0.04671417260490895,0.8221166534705727,0.13618368962787014,0.07337028239641066,0.03008709422011085,0.0019872813990461052,0.0,0.02296120348376881,0.37397730271839535,0.06624439166006862,674,0.17788334652942728
106,44537,North Ridgeville City,Lorain,570,23,854,3910,88,243,64,0,0,77,4391,91.377,202128.8399530917,178113.44150199735,0.02004099294010476,0.8904577544978365,0.12981097699840582,0.05534046914142565,0.014575267592803462,0.0,0.0,0.01753586882259166,0.1944887269414712,0.005237986791163744,481,0.10954224550216353
107,44545,North Royalton City,Cuyahoga,430,119,691,3417,75,150,260,0,0,156,4062,102.12899999999999,294880.7335831197,244802.96347543143,0.018463810930576068,0.8412112259970458,0.10585918266863614,0.036927621861152136,0.06400787789266371,0.0,0.0,0.03840472673559823,0.17011324470704087,0.0292959133431807,645,0.1587887740029542
108,44552,Norton City,Summit,470,17,917,2371,50,27,25,0,0,81,2555,95.17299999999999,154627.30244066348,140717.24102915748,0.019569471624266144,0.9279843444227006,0.18395303326810172,0.01056751467710372,0.009784735812133072,0.0,0.0,0.031702544031311154,0.3589041095890411,0.006653620352250489,184,0.07201565557729941
109,44560,Norwalk City,Huron,412,108,1267,2165,29,352,0,0,0,142,2698,87.21600000000002,121303.80542663588,109099.85875387733,0.010748702742772424,0.8024462564862861,0.15270570793180133,0.13046701260192736,0.0,0.0,0.0,0.05263157894736842,0.4696071163825056,0.04002965159377316,533,0.19755374351371385
110,44578,Norwood City,Hamilton,318,91,1320,1284,268,235,0,0,0,115,1908,84.295,204902.4084797724,177261.93258656535,0.14046121593291405,0.6729559748427673,0.16666666666666666,0.12316561844863733,0.0,0.0,0.0,0.06027253668763102,0.6918238993710691,0.04769392033542977,624,0.3270440251572327
111,44586,Oakwood City,Montgomery,217,0,45,1725,26,102,99,0,0,95,2051,107.55,165578.0838817835,148663.56561030776,0.012676743052169674,0.8410531448074109,0.10580204778156996,0.04973183812774257,0.04826913700633837,0.0,0.0,0.046318868844466114,0.02194051682106289,0.0,326,0.15894685519258894
112,44594,Oberlin City Schools,Lorain,132,0,596,467,197,104,11,0,0,176,963,86.76100000000002,218907.2422119779,180686.1796449333,0.2045690550363448,0.4849428868120457,0.13707165109034267,0.10799584631360333,0.01142263759086189,0.0,0.0,0.13379511483776887,0.6188992731048806,0.0,496,0.5150571131879543
113,44602,Oregon City,Lucas,488,15,1558,2823,79,525,40,0,0,88,3559,88.988,162590.8820964747,143372.10936014506,0.022197246417533012,0.7932003371733634,0.13711716774374824,0.1475133464456308,0.011239112110143298,0.0,0.0,0.024726046642315255,0.4377634166900815,0.0042146670413037365,736,0.2067996628266367
114,44610,Orrville City,Wayne,181,71,756,1147,60,194,24,0,0,143,1568,91.172,144846.54296237585,136550.84792618372,0.03826530612244898,0.7315051020408163,0.11543367346938775,0.12372448979591835,0.015306122448979591,0.0,0.0,0.09119897959183673,0.4821428571428572,0.04528061224489796,421,0.2684948979591837
115,44628,Painesville City Local,Lake,511,742,2397,590,510,1396,11,0,0,256,2920,66.747,58259.573600238466,58054.745984385205,0.17465753424657535,0.3216717539328481,0.175,0.19984055275046506,0.003767123287671233,0.0,0.0,0.08767123287671233,0.8208904109589041,0.09681578947368423,2330,0.6783282460671519
116,44636,Parma City,Cuyahoga,1480,290,4566,6992,602,1078,248,12,0,341,9884,84.64200000000002,192296.02960444838,171731.38413637274,0.06090651558073655,0.7683124241197895,0.14973694860380413,0.10906515580736544,0.02509105625252934,0.0012140833670578712,0.0,0.034500202347227844,0.4619587211655201,0.029340348037231886,2290,0.23168757588021044
117,44644,Piqua City,Miami,435,10,1508,2772,105,85,17,0,0,285,3273,81.67399999999999,110057.72382278748,106983.39006506199,0.03208065994500458,0.8469294225481209,0.13290559120073328,0.025970058050718,0.005194011610143599,0.0,0.0,0.08707607699358387,0.4607393828292087,0.003055300947143293,501,0.15307057745187902
118,44651,Port Clinton City,Ottawa,309,0,718,1319,31,212,0,0,0,112,1681,90.492,404453.80416552315,345799.2154560077,0.018441403926234383,0.7846519928613921,0.18381915526472334,0.12611540749553835,0.0,0.0,0.0,0.06662700773349196,0.4271267102914932,0.0,362,0.215348007138608
119,44669,Portsmouth City,Scioto,395,13,1656,1245,109,102,0,0,0,221,1686,74.8,91483.56381937244,84095.4120247921,0.06465005931198102,0.7384341637010676,0.234282325029656,0.0604982206405694,0.0,0.0,0.0,0.13107947805456702,0.98220640569395,0.007710557532621591,441,0.2615658362989324
120,44677,Princeton City,Hamilton,842,1222,3694,1292,2437,1396,209,0,19,358,5964,78.303,259191.0828238673,270232.3469880517,0.4086183769282361,0.3216717539328481,0.14118041582830315,0.19984055275046506,0.03504359490274983,0.0,0.004317789291882556,0.060026827632461435,0.6193829644533871,0.09681578947368423,4672,0.6783282460671519
121,44685,Ravenna City,Portage,505,12,2252,1653,292,69,0,0,0,265,2286,77.89,121888.41054797528,110358.08445883905,0.12773403324584426,0.7230971128608924,0.22090988626421695,0.03018372703412073,0.0,0.0,0.0,0.11592300962379702,0.9851268591426072,0.005249343832020997,633,0.2769028871391076
122,44693,Reading Community City,Hamilton,216,38,963,1240,141,55,17,0,0,82,1537,86.26299999999999,135329.0127537567,131564.65784144885,0.09173715029277814,0.8067664281067014,0.1405335068314899,0.035783994795055306,0.011060507482108002,0.0,0.0,0.05335068314899154,0.6265452179570592,0.0247234873129473,297,0.19323357189329865
123,44701,Rocky River City,Cuyahoga,286,85,297,2411,38,102,62,0,0,101,2718,109.385,340277.47890530823,286323.9279210709,0.013980868285504048,0.8870493009565857,0.105224429727741,0.03752759381898455,0.02281089036055924,0.0,0.0,0.03715967623252391,0.10927152317880796,0.03127299484915379,307,0.11295069904341427
124,44719,St Bernard-Elmwood Place City,Hamilton,173,25,800,436,306,49,0,0,0,106,907,74.694,126576.19424849426,114490.82141737301,0.3373759647188533,0.4807056229327453,0.19073869900771773,0.054024255788313116,0.0,0.0,0.0,0.11686879823594265,0.8820286659316428,0.02756339581036384,471,0.5192943770672547
125,44727,St Marys City,Auglaize,304,0,1024,1953,17,38,0,0,0,83,2104,92.363,138966.81994631118,125167.8249473088,0.008079847908745247,0.928231939163498,0.1444866920152091,0.01806083650190114,0.0,0.0,0.0,0.03944866920152091,0.4866920152091255,0.0,151,0.0717680608365019
126,44735,Salem City,Columbiana,258,105,1069,1834,12,154,11,0,0,72,2083,88.82799999999999,140387.3410909476,135252.7651729446,0.005760921747479597,0.8804608737397984,0.12385981757081133,0.07393182909265482,0.0052808449351896295,0.0,0.0,0.03456553048487758,0.5132021123379741,0.05040806529044648,249,0.11953912626020165
127,44743,Sandusky City,Erie,498,13,3180,1223,1127,192,0,0,0,640,3193,72.14200000000002,122722.13108289301,121552.14355124225,0.3529595991230817,0.3830253679924836,0.1559661760100219,0.060131537738803635,0.0,0.0,0.0,0.13379511483776887,0.9959285937989352,0.0040714062010648285,1970,0.6169746320075165
128,44750,Shaker Heights City,Cuyahoga,720,84,1396,2012,2142,162,180,0,0,400,4899,89.071,177691.8379418314,155954.41589954428,0.4372320881812615,0.41069606042049395,0.14696876913655849,0.03306797305572566,0.03674219228413962,0.0,0.0,0.08164931618697692,0.2849561134925495,0.017146356399265157,2887,0.589303939579506
129,44768,Sheffield-Sheffield Lake City,Lorain,200,10,716,1342,34,183,25,0,0,59,1653,90.882,215798.56672831933,184761.88497007365,0.0205686630369026,0.8118572292800968,0.12099213551119176,0.11070780399274048,0.015124016938898971,0.0,0.0,0.03569267997580157,0.43315184513006655,0.006049606775559589,311,0.1881427707199032
130,44776,Shelby City,Richland,287,0,934,1814,10,45,0,0,0,41,1918,93.14299999999999,120905.23952248946,106213.94579090683,0.005213764337851929,0.94577685088634,0.14963503649635038,0.02346193952033368,0.0,0.0,0.0,0.02137643378519291,0.4869655891553702,0.0,104,0.05422314911366007
131,44784,Sidney City,Shelby,574,64,1703,2525,139,104,47,0,0,359,3177,83.15899999999999,122961.56525837471,114816.13266423768,0.043751967264715134,0.7947749449165881,0.18067359143846395,0.032735284859930755,0.01479383065785332,0.0,0.0,0.11299968523764554,0.5360402895813661,0.02014479068303431,652,0.205225055083412
132,44792,South Euclid-Lyndhurst City,Cuyahoga,532,61,1553,549,2433,109,52,0,0,221,3369,76.26100000000002,220370.23134122835,205073.19345112555,0.4652735383892933,0.3216717539328481,0.1579103591570199,0.032353814188186406,0.01543484713564856,0.0,0.0,0.06559810032650637,0.4609676461858118,0.018106262986049268,2820,0.6783282460671519
133,44800,South-Western City,Franklin,2318,1222,8416,6992,3443,1396,625,23,0,956,12571,82.47500000000002,115299.0563009833,108974.05985857717,0.15134731196975693,0.5902237460987296,0.1611059826805574,0.16778759505912347,0.027473735109235568,0.001011033452019869,0.0,0.06198074640643545,0.5630577168227174,0.09681578947368423,6927,0.4097762539012704
134,44818,Springfield City School District,Clark,1369,264,7555,4039,1800,569,43,11,11,956,7555,65.12,69632.78856375099,67785.87709226459,0.2382528127068167,0.5346128391793514,0.18120450033090668,0.07531436135009928,0.005691594970218397,0.001455989410986102,0.001455989410986102,0.13379511483776887,1.0,0.03494374586366645,3516,0.4653871608206486
135,44826,Steubenville City,Jefferson,334,0,2547,1538,637,76,15,0,0,279,2551,103.913,92125.53516900493,85818.79690368864,0.2497059976479812,0.6029008232065857,0.13092904743237946,0.029792238337906705,0.005880047040376322,0.0,0.0,0.1093688749509996,0.9984319874558996,0.0,1013,0.3970991767934143
136,44834,Stow-Munroe Falls City School District,Summit,643,104,1329,4509,254,101,144,0,0,256,5270,89.646,196822.5458756988,181567.90438385075,0.048197343453510434,0.8555977229601518,0.12201138519924097,0.01916508538899431,0.027324478178368118,0.0,0.0,0.04857685009487666,0.2521821631878558,0.01973434535104364,761,0.1444022770398482
137,44842,Strongsville City,Cuyahoga,580,194,1022,4466,153,293,365,0,0,211,5500,99.93299999999999,295643.46232112555,251601.37511989308,0.02781818181818182,0.812,0.10545454545454544,0.05327272727272727,0.06636363636363636,0.0,0.0,0.03836363636363637,0.18581818181818185,0.035272727272727275,1034,0.188
138,44859,Struthers City,Mahoning,219,18,1350,1401,118,135,0,0,0,122,1788,82.84,79341.08265748581,77063.06508469228,0.06599552572706935,0.7835570469798657,0.12248322147651007,0.07550335570469799,0.0,0.0,0.0,0.06823266219239374,0.7550335570469798,0.010067114093959731,387,0.21644295302013425
139,44867,Sycamore Community City,Hamilton,521,265,681,3462,422,359,827,0,0,359,5497,105.731,339066.28480450914,320759.24064797343,0.07676914680734946,0.6297980716754593,0.09477897034746226,0.06530835000909586,0.08485559990608124,0.0,0.0,0.06530835000909586,0.12388575586683645,0.04820811351646353,2035,0.3702019283245407
140,44875,Sylvania Schools,Lucas,937,211,1468,6322,379,401,343,0,0,323,7777,95.984,196423.6000954029,181053.3490347317,0.04873344477304874,0.8129098624148129,0.12048347691912048,0.05156229908705156,0.044104410441044115,0.0,0.0,0.04153272470104153,0.1887617333161888,0.02713128455702713,1455,0.18709013758518708
141,44883,Tallmadge City,Summit,299,67,421,2061,109,58,58,0,0,117,2413,91.826,169208.36948619934,153937.8371012284,0.04517198508081226,0.8541234977206796,0.12391214256112724,0.02403646912556983,0.02403646912556983,0.0,0.0,0.048487360132614996,0.17447161210111894,0.02776626605884791,352,0.14587650227932036
142,44891,Tiffin City,Seneca,405,28,1032,2358,31,120,33,0,0,105,2648,87.71300000000002,135373.16068068857,121803.51536326394,0.011706948640483385,0.8904833836858006,0.15294561933534742,0.04531722054380664,0.012462235649546828,0.0,0.0,0.03965256797583082,0.3897280966767371,0.010574018126888218,290,0.1095166163141994
143,44909,Toledo City,Lucas,2318,349,8416,6992,4434,1396,98,25,15,956,12571,62.794,74484.5992645356,73268.63448681835,0.4419053335619961,0.3312039101354828,0.20798319327731093,0.11528897273194992,0.004201680672268907,0.0010718573143543133,0.0006431143886125879,0.10568513119533528,0.8462956611215915,0.014963128108386212,6927,0.6687960898645172
144,44917,Toronto City,Jefferson,105,0,479,813,10,0,0,0,0,48,891,85.23899999999999,113146.25854469955,91983.62164697982,0.011223344556677891,0.9124579124579124,0.11784511784511785,0.0,0.0,0.0,0.0,0.05387205387205387,0.5375982042648709,0.0,78,0.08754208754208755
145,44925,Troy City,Miami,460,82,1342,3392,180,145,133,0,13,281,4147,91.236,162520.30556511454,145407.14923987054,0.043404870991077885,0.8179406800096455,0.11092355919942126,0.03496503496503497,0.032071376898963104,0.0,0.003134796238244514,0.06775982638051603,0.3236074270557029,0.019773330118157705,755,0.18205931999035446
146,44933,Upper Arlington City,Franklin,907,118,144,5111,60,189,389,0,0,382,6134,101.416,323113.8858324164,293660.7771950334,0.0097815454841865,0.8332246494946202,0.14786436256928595,0.03081186827518748,0.06341701988914249,0.0,0.0,0.06227583958265405,0.0234757091620476,0.019237039452233453,1023,0.16677535050537984
147,44941,Urbana City,Champaign,363,0,950,1691,66,61,12,0,0,169,2002,77.691,132023.09077675338,118295.28490681105,0.03296703296703297,0.8446553446553446,0.1813186813186813,0.030469530469530468,0.005994005994005994,0.0,0.0,0.08441558441558443,0.4745254745254745,0.0,311,0.15534465534465536
148,44958,Vandalia-Butler City,Montgomery,432,27,943,2317,255,82,49,0,0,223,2930,90.78399999999999,208571.56351901032,190350.3418368561,0.08703071672354949,0.7907849829351535,0.14744027303754267,0.02798634812286689,0.016723549488054608,0.0,0.0,0.07610921501706484,0.3218430034129693,0.009215017064846415,613,0.2092150170648464
149,44966,Van Wert City,Van Wert,349,0,912,1840,32,121,0,0,0,81,2084,85.75500000000002,117570.42836028007,106990.41960858443,0.015355086372360844,0.8829174664107485,0.16746641074856047,0.05806142034548945,0.0,0.0,0.0,0.038867562380038384,0.4376199616122841,0.0,244,0.11708253358925146
150,44974,Wadsworth City,Medina,627,13,818,4363,38,115,42,0,0,114,4682,100.297,163284.46733401035,138449.11493395205,0.008116189662537377,0.9318667236223837,0.13391712943186673,0.02456215292609996,0.00897052541648868,0.0,0.0,0.02434856898761213,0.17471166168304145,0.0027765912003417338,319,0.0681332763776164
151,44982,Wapakoneta City,Auglaize,385,0,1100,2950,13,58,14,0,0,47,3086,90.947,126247.70920888634,115055.34885339516,0.004212572909915747,0.9559300064808814,0.12475696694750485,0.018794556059624108,0.004536616979909268,0.0,0.0,0.0152300712896954,0.356448476992871,0.0,136,0.0440699935191186
152,44990,Warren City,Trumbull,838,33,4799,1983,1920,177,11,0,0,713,4807,66.24900000000001,49597.99248209227,51506.20952909711,0.3994175161223216,0.4125234033700853,0.17432910339088828,0.03682130226752652,0.0022883295194508014,0.0,0.0,0.13379511483776887,0.9983357603494905,0.006864988558352402,2824,0.5874765966299147
153,45005,Warrensville Heights City,Cuyahoga,345,11,1680,21,1630,24,0,0,0,15,1692,67.87100000000001,166170.42553689782,173538.89991837033,0.4652735383892933,0.3216717539328481,0.20390070921985812,0.014184397163120569,0.0,0.0,0.0,0.008865248226950355,0.9929078014184396,0.006501182033096927,1671,0.6783282460671519
154,45013,Washington Court House City,Fayette,406,20,1196,1870,62,86,31,0,0,138,2188,85.17200000000001,94231.44673290337,88116.82324376091,0.0283363802559415,0.8546617915904936,0.18555758683729434,0.039305301645338214,0.01416819012797075,0.0,0.0,0.06307129798903108,0.546617915904936,0.009140767824497258,318,0.1453382084095064
155,45021,Wellston City,Jackson,210,0,1338,1295,0,11,0,0,0,27,1338,81.315,81032.2661281304,71616.62750520937,0.0,0.967862481315396,0.15695067264573992,0.008221225710014948,0.0,0.0,0.0,0.020179372197309416,1.0,0.0,43,0.032137518684603884
156,45039,Wellsville Local,Columbiana,110,0,715,620,21,0,0,0,0,68,715,83.09899999999999,66651.5093028642,57856.34209296591,0.02937062937062937,0.8671328671328671,0.15384615384615385,0.0,0.0,0.0,0.0,0.0951048951048951,1.0,0.0,95,0.13286713286713284
157,45047,Westerville City,Franklin,2105,1222,5196,6992,3879,1099,713,14,0,956,12571,90.859,170219.1507656399,158344.41724563914,0.2535294117647059,0.5472549019607843,0.13758169934640524,0.07183006535947713,0.04660130718954248,0.000915032679738562,0.0,0.07928104575163399,0.3396078431372549,0.09026143790849674,6927,0.4527450980392157
158,45054,West Carrollton City,Montgomery,667,229,1997,2181,672,321,45,11,0,290,3524,76.168,112276.63961090596,103219.74568311985,0.19069239500567536,0.6188989784335982,0.18927355278093075,0.09108967082860386,0.012769580022701477,0.0019872813990461052,0.0,0.08229284903518727,0.5666855845629966,0.06498297389330307,1343,0.3811010215664018
159,45062,Westlake City,Cuyahoga,489,159,620,2824,76,183,201,0,15,172,3474,103.05799999999999,458685.5487702132,377232.05262841185,0.021876799078871616,0.8128957973517559,0.14075993091537134,0.05267702936096719,0.05785837651122625,0.0,0.004317789291882556,0.04951065054691998,0.178468624064479,0.045768566493955096,650,0.1871042026482441
160,45070,Whitehall City,Franklin,504,415,2931,868,1520,816,27,0,0,300,3544,68.672,64074.6968233457,65172.08870347992,0.4288939051918736,0.3216717539328481,0.14221218961625282,0.19984055275046506,0.0076185101580135434,0.0,0.0,0.08465011286681716,0.8270316027088036,0.09681578947368423,2676,0.6783282460671519
161,45088,Wickliffe City,Lake,177,0,537,1004,135,43,0,0,0,105,1295,88.238,207280.38631993887,196846.23999679973,0.10424710424710423,0.7752895752895753,0.13667953667953667,0.033204633204633204,0.0,0.0,0.0,0.08108108108108109,0.4146718146718147,0.0,291,0.2247104247104247
162,45096,Willard City,Huron,202,214,840,993,10,445,0,0,0,40,1495,78.89200000000002,135947.5153059639,113907.45548407926,0.006688963210702341,0.6642140468227424,0.1351170568561873,0.19984055275046506,0.0,0.0,0.0,0.026755852842809364,0.5618729096989966,0.09681578947368423,502,0.3357859531772575
163,45104,Willoughby-Eastlake City,Lake,1215,101,2821,6124,912,187,157,14,0,528,7924,87.36200000000002,219213.6363107677,195491.27071125727,0.11509338717819285,0.7728419989904088,0.153331650681474,0.023599192327107527,0.01981322564361434,0.00176678445229682,0.0,0.06663301362948006,0.3560070671378092,0.012746087834427057,1800,0.2271580010095911
164,45112,Wilmington City,Clinton,363,24,1414,2307,85,128,21,0,0,219,2762,81.34400000000002,173565.17184415163,150176.76847724486,0.030774800868935557,0.835264301230992,0.13142650253439536,0.04634322954380883,0.007603186097031137,0.0,0.0,0.07929036929761042,0.5119478638667632,0.008689355539464157,455,0.16473569876900795
165,45120,Wooster City,Wayne,496,40,1492,2954,87,131,44,0,0,282,3504,89.921,184353.9646542585,165214.30812773507,0.02482876712328767,0.8430365296803652,0.1415525114155251,0.03738584474885845,0.012557077625570777,0.0,0.0,0.08047945205479452,0.4257990867579909,0.01141552511415525,550,0.1569634703196347
166,45138,Worthington City,Franklin,1400,593,2215,6992,935,935,523,0,0,908,10302,94.713,206114.35440891594,193710.10069877765,0.09075907590759076,0.6787031644340905,0.13589594253543005,0.09075907590759076,0.05076684139002136,0.0,0.0,0.08813822558726461,0.2150067947971268,0.057561638516792864,3310,0.32129683556590954
167,45146,Wyoming City,Hamilton,169,12,126,1517,225,47,54,0,0,154,2001,105.901,153439.6038618493,150100.93309474716,0.11244377811094453,0.7581209395302348,0.08445777111444278,0.02348825587206397,0.026986506746626688,0.0,0.0,0.0769615192403798,0.06296851574212893,0.005997001499250375,484,0.2418790604697651
168,45153,Xenia Community City,Greene,650,16,3370,3077,428,62,18,0,0,509,4099,81.098,147241.55491611926,136468.34106654485,0.10441571114906074,0.7506708953403269,0.15857526225908758,0.015125640400097584,0.004391314954867041,0.0,0.0,0.12417662844596244,0.8221517443278848,0.003903391070992925,1022,0.2493291046596731
169,45161,Youngstown City,Mahoning,847,350,5257,742,3043,1014,0,0,0,450,5258,60.108999999999995,50325.29056300765,51477.585202441835,0.4652735383892933,0.3216717539328481,0.1610878661087866,0.19284899201217195,0.0,0.0,0.0,0.08558387219475086,0.999809813617345,0.06656523392925066,4516,0.6783282460671519
170,45179,Zanesville City,Muskingum,755,0,3165,2205,310,82,10,0,0,581,3194,73.667,98154.89329509164,87212.06988714046,0.09705698184095178,0.6903569192235441,0.234282325029656,0.02567313713212273,0.003130870381966186,0.0,0.0,0.13379511483776887,0.9909204758922979,0.0,989,0.30964308077645586
171,45187,Ada Exempted Village,Hardin,91,0,231,764,17,22,0,0,0,17,834,94.255,128146.36233291707,115410.78150699982,0.02038369304556355,0.9160671462829736,0.1091127098321343,0.026378896882494004,0.0,0.0,0.0,0.02038369304556355,0.27697841726618705,0.0,70,0.08393285371702637
172,45195,Amherst Exempted Village,Lorain,413,14,691,2881,94,420,42,0,0,106,3551,97.895,160085.94852280983,141079.84474747346,0.02647141650239369,0.8113207547169812,0.11630526612221907,0.11827654181920585,0.011827654181920586,0.0,0.0,0.02985074626865672,0.1945930723739792,0.003942551393973529,670,0.18867924528301888
173,45203,Barnesville Exempted Village,Belmont,135,0,430,1350,0,0,0,0,0,41,1404,85.581,199434.18920349516,158423.56197459975,0.0,0.9615384615384616,0.09615384615384616,0.0,0.0,0.0,0.0,0.0292022792022792,0.30626780626780625,0.0,54,0.038461538461538464
174,45211,Bluffton Exempted Village,Allen,115,0,182,1097,0,26,0,0,0,36,1173,101.722,159609.3190321776,136573.71619743636,0.0,0.9352088661551576,0.09803921568627452,0.02216538789428815,0.0,0.0,0.0,0.030690537084398974,0.15515771526001704,0.0,76,0.06479113384484228
175,45229,Bradford Exempted Village,Miami,70,0,203,467,0,0,0,0,0,0,471,85.19,106769.06343027252,91692.75873137373,0.0,0.9915074309978767,0.14861995753715498,0.0,0.0,0.0,0.0,0.0,0.4309978768577495,0.0,4,0.008492569002123142
176,45237,Bridgeport Exempted Village,Belmont,100,0,412,676,31,11,0,0,0,57,776,85.31400000000002,135493.99179749744,102809.13324389607,0.03994845360824742,0.8711340206185567,0.12886597938144329,0.014175257731958763,0.0,0.0,0.0,0.07345360824742267,0.5309278350515464,0.0,100,0.12886597938144329
177,45245,Harrison Hills City,Harrison,235,0,726,1383,20,0,0,0,0,62,1482,83.40899999999999,376263.3878273665,212364.91805445397,0.01349527665317139,0.9331983805668016,0.15856950067476386,0.0,0.0,0.0,0.0,0.041835357624831315,0.4898785425101215,0.0,99,0.06680161943319839
178,45252,Caldwell Exempted Village,Noble,124,0,351,807,0,0,0,0,0,0,829,75.58500000000002,151915.2581349891,129243.998008165,0.0,0.9734620024125452,0.14957780458383596,0.0,0.0,0.0,0.0,0.0,0.4234016887816647,0.0,22,0.02653799758745477
